,brand,model,screen_size,color,harddisk,cpu,ram,OS,cpu_speed,rating,price
2552,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
2553,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
2554,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
2555,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2556,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2557,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2558,Dell,Dell Inspiron,15.6 Inches,Black,256 GB,Celeron N4020,8 GB,Windows 10,,4.2,$877.99 
2559,Dell,G15,15.6 Inches,Phantom Grey with speckles,1024 GB,AMD Ryzen 7,32 GB,Windows 10 Home,,3.7,"$1,429.99 "
2560,Dell,Precision 7760 Laptop,17.3 Inches,Silver,1000 GB,Core i7,32 GB,Windows 10 Pro,,,"$1,778.99 "
2561,Dell,V3500,15.6 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 10,,4.0,$943.69 
2562,Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,64 GB,Windows 11 Pro,,,"$2,925.65 "
2563,Lenovo,Lenovo Ideapad,14 Inches,Black,500 GB,Pentium,4 GB,Windows 10,,3.3,$377.91 
2564,Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,64 GB,Windows 11 Home,,,"$3,182.99 "
2565,Dell,Vostro 7620,16 Inches,Black,2 TB,Core i7 Family,8 GB,Windows 11 Pro,,,"$1,421.99 "
2566,Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,2000 GB,Core i9,64 GB,Windows 11 Pro,,,"$3,329.99 "
2567,ASUS,UX533FD-DH74,15.6 Inches,Royal Blue,512 GB,Core i7,8 GB,Windows 10 Home,,4.0,"$1,999.00 "
2568,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
2569,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
2570,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
2571,Dell,Inspiron,15.6 Inches,Black,1 TB,Core i5 Family,16 GB,Windows 11 Home,,3.5,$649.99 
2572,ROKC,,15.6 Inches,Gray,640 GB,Athlon Silver 3050U,20 GB,Windows 11,2.3 GHz,3.0,$389.99 
2573,Dell,Inspiron 7420 2-in-1,14 Inches,"Grey, Platinum Silver",512 GB,Core i7,16 GB,Windows 11 Pro,,,$823.99 
2574,Dell,Alienware m18 Laptop,18 Inches,Black,512 GB,Core i9,64 GB,Windows 11 Home,,,"$2,693.24 "
2575,Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i9,64 GB,Windows 11 Pro,,,"$3,034.99 "
2576,SHOXLAB,M17R3,17.3 Inches,Dark Side of the Moon with High Endurance Clear Coat and Silky Smooth Finish,1 TB,Corei7-10750H,32 GB,Windows 10,,4.7,"$2,299.95 "
2577,Dell,Latitude 7320 Detachable 2-in-1,13 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Home,,,"$1,030.99 "
2578,Dell,Latitude 7420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Pro,,,"$1,056.99 "
2579,HP,ELITEBOOK 840G1,14 Inches,Black,1000 GB,Core i7,16 GB,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,,,$319.98 
2580,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
2581,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
2582,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
2583,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2584,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2585,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2586,LENOVO,Slim 7,16 Inches,Stormy Grey,1 TB,Core i7 Family,16 GB,Windows 11 Pro,,,"$1,304.10 "
2587,ASUS,ROG Zephyrus S GX701,17.3 Inches,Black,1 TB,Core i7,16 GB,Windows 10 Pro,,4.0,"$3,399.00 "
2588,Dell,5401,14 Inches,Gray,256 GB,Core i5 Family,8 GB,Windows 10 Pro,,5.0,"$1,499.00 "
2589,Dell,7404-i5-8-256-1.9-W10P,14 Inches,,256 GB,Intel Core i5-4200U,8 GB,Windows 10 Pro,1.9 GHz,3.7,$899.95 
2590,Dell,Inspiron 3000,15.6 Inches,,1 TB,Core i5 Family,32 GB,Windows 11 Home,1 GHz,,$975.00 
2591,HP,HP Spectre,15.6 Inches,Silver,1 TB,Core i7,16 GB,Windows 11,,,"$2,199.00 "
2592,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
2593,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
2594,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
2595,Dell,Latitude 5530 Laptop,15.6 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,162.99 "
2596,HP,,,,,,16 GB,Windows 11 Pro,,,"$1,462.07 "
2597,GizPro,HP EliteBook,14 Inches,Black,256 GB,Core i7,32 GB,Windows 10 Pro,,2.5,"$2,699.00 "
2598,Dell,Alienware m16 Laptop,16 Inches,Black,1000 GB,Core i9,16 GB,Windows 11 Home,,,"$2,720.99 "
2599,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
2600,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
2601,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
2602,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2603,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2604,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2605,Dell,Latitude 5431 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,009.99 "
2606,ASUS,ASUS VivoBook,15.6 Inches,Silver,512 GB,Core i5 Family,8 GB,Windows 10,,5.0,"$1,199.00 "
2607,Dell,Latitude 5440 Laptop,14 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Pro,,,"$1,470.99 "
2608,Dell,3593,15.6 Inches,,256 GB,Core i3 Family,16 GB,Windows 11 Home,,4.5,$508.99 
2609,HP,Spectre,16 Inches,Blue,1 TB,Core i7 Family,16 GB,Windows 11 Home,,1.0,"$1,351.42 "
2610,HP,3V2U0UT#ABA,14 Inches,,32 GB,Intel Celeron D,4 GB,Chrome OS,2.8 GHz,4.0,$473.22 
2611,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
2612,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
2613,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
2614,Dell,Dell Latitude,15.6 Inches,Silver,512 GB,Core i7 Family,32 GB,Windows 10 Pro,,,"$1,764.99 "
2615,Dell,Dell Inspiron,15.6 Inches,Black,1 TB,Celeron N,16 GB,Windows 10 Home,,3.6,$919.99 
2616,Dell,Dell XPS 15 9520,15.6 Inches,Silver,4 TB,Core i7,64 GB,Windows 11 Pro,,,"$2,828.99 "
2617,MAINGEAR,Vector pro,17.3 Inches,,1 TB,Core i7,32 GB,Windows 10,,3.7,"$2,000.07 "
2618,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
2619,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
2620,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
2621,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2622,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2623,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2624,Dell,Dell Latitude,13.3 Inches,,256 GB,Core i5,8 GB,Windows 10 Pro,2.6 GHz,,$680.00 
2625,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
2626,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
2627,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
2628,Dell,Precision 5550 Laptop,15.6 Inches,Silver,512 GB,Core i7,16 GB,Windows 10 Pro,,5.0,"$2,500.00 "
2629,Dell,Dell Latitude,15.6 Inches,,500 GB,Core i5,8 GB,Windows 10 Pro,,1.0,$959.99 
2630,LG,16Z90Q-N.APB7U1,16 Inches,,1 TB,Core i7,16 GB,Windows 11 Pro,4.7,,"$1,299.99 "
2631,Dell,Dell Inspiron,16 Inches,,,Core I7 11800H,32 GB,Windows 10 Home,4.6 GHz,3.7,"$1,599.00 "
2632,Lenovo,,13.3 Inches,,256 GB,,8 GB,Windows 10,,,$800.00 
2633,Dell,Dell XPS 13 9380,13.3 Inches,Silver,,Intel Core i7,8 GB,Windows 10 Home,2133 MHz,3.9,"$1,087.37 "
2634,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
2635,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
2636,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
2637,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2638,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2639,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2640,Dell,Latitude 7320 Detachable 2-in-1,13 Inches,Black,128 GB,Core i7,16 GB,Windows 10 Pro,,5.0,"$1,568.39 "
2641,MSI,Katana GF66 11UE-856,15.6 Inches,Black,,Core i7,16 GB,Windows 11 Home,4.6 GHz,,"$1,299.00 "
2642,Dell,Latitude 7430 Laptop,14 Inches,Aluminum,512 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,513.99 "
2643,Dell,Precision 3570 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,,,$975.99 
2644,Dell,G16 7630 Laptop,16 Inches,Gray,1000 GB,Core i9,32 GB,Windows 11 Home,,,"$1,681.34 "
2645,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
2646,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
2647,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
2648,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2649,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2650,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2651,Dell,Latitude 5320 Laptop,13.3 Inches,Black,2000 GB,Core i7,32 GB,Windows 10 Pro,,,"$1,074.99 "
2652,acer,PT515-51-75L8,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,,3.9,"$3,399.00 "
2653,Dell,Inspiron 3515,15.6 Inches,,256 GB,Ryzen 5,12 GB,Windows 11 Pro,,4.5,$981.99 
2654,Dell,Latitude 5000,13.3 Inches,,512 GB,Core i7 Family,16 GB,Windows 10 Pro,,,"$1,273.99 "
2655,Dell,Precision 7770 Laptop,17.3 Inches,Silver,2000 GB,Core i7,32 GB,Windows 11 Pro,,,"$2,359.99 "
2656,Dell,Latitude 7320 Laptop,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,,,$966.99 
2657,Lenovo,ThinkPad E590,15.6 Inches,Black,512 GB,Core i7 8550U,16 GB,Windows 10,,4.5,$749.95 
2658,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
2659,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
2660,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
2661,Dell,Latitude,15.6 Inches,Gray,1 TB,Intel Core i5-1135G7,32 GB,Windows 10 Pro,,,"$1,499.00 "
2662,Dell,Dell Precision 7560 Laptop,15.6 Inches,Silver,2 TB,Intel Core i7,64 GB,Windows 11 Pro,,,"$2,376.99 "
2663,Dell,Alienware X17 R1 Laptop,17.3 Inches,Lunar Light,2000 GB,Core i7,64 GB,Windows 10 Pro,,,"$3,140.99 "
2664,HP,CK1065,17.3 Inches,Shadow Black,2 TB,Core i7 Family,64 GB,Windows 11 Pro,,,"$2,719.00 "
2665,MSI,Summit E15 A11SCST-461,15.6 Inches,Ink Black,1 TB,Core i7 Family,16 GB,Windows 10 Pro,,,"$1,799.00 "
2666,Dell,Alienware m15 R7 Laptop,15.6 Inches,Dark Side of the Moon,512 GB,Core i9,16 GB,Windows 11 Home,,,"$2,192.99 "
2667,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
2668,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
2669,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
2670,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2671,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2672,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2673,Dell,Inspiron 3521 Laptop,15.6 Inches,"Silver, Black",128 GB,,4 GB,Windows 11 Home,,,$334.99 
2674,SHOXLAB,M15R5,15.6 Inches,Dark Side of the Moon with High Endurance Clear Coat and Silky Smooth Finish,1 TB,Ryzen 9,32 GB,Windows 11,,4.0,"$1,479.00 "
2675,MSI,CYBORG1512043SKU,15.6 Inches,Black,1 TB,Core i7-12650H,16 GB,Windows 11 Home,,,"$2,199.00 "
2676,Lenovo,Yoga,15.6 Inches,Iron Grey,512 GB,Core i5-10210U,8 GB,Windows 10 Home,,1.0,$714.00 
2677,ASUS,ROG Zephyrus S GX531,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Pro,,3.8,"$3,499.99 "
2678,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
2679,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
2680,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
2681,acer,Acer 13.3inch Chromebook,13.3 Inches,Silver,64 GB,MediaTek_MT8127,4 GB,Chrome OS,,4.5,$209.99 
2682,Alienware,,13.3 Inches,Epic Silver,512 GB,,16 GB,Windows 10,3.8 GHz,3.7,"$1,649.95 "
2683,Dell,Precision 5760 Laptop,17 Inches,Silver,512 GB,Core i7,32 GB,Windows 10 Pro,,,"$2,188.30 "
2684,Dell,,14 Inches,Green,1 TB,Ryzen 7,64 GB,Windows 11 Pro,,,$959.99 
2685,Dell,Dell Latitude,14 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,,1.0,"$1,195.00 "
2686,Dell,4PH18,14 Inches,,256 GB,Intel Core i7,16 GB,Windows 10 Pro,1.8 GHz,,"$1,725.99 "
2687,Dell,Precision 5000,15.6 Inches,,1 TB,Core i9,32 GB,Windows 10 Pro,,,"$3,395.19 "
2688,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
2689,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
2690,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
2691,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2692,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2693,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2694,Lenovo,82R70000US,14 Inches,,512 GB,Core i7,16 GB,Windows 11,1.7 GHz,3.0,$869.99 
2695,Dell,Latitude,14 Inches,,256 GB,Core i3,8 GB,Windows 11 Pro,,,$724.99 
2696,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2697,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2698,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2699,Dell,Latitude,14 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,,,"$1,681.96 "
2700,Dell,Precision 5000,15.6 Inches,Aluminum Titan Gray,256 GB,Core i5,8 GB,Windows 10 Pro,,5.0,"$1,385.56 "
2701,Dell,XPS9365-7086SLV-PUS,13.3 Inches,Silver,256 GB,Core i7,16 GB,Windows 10 Home,,3.1,"$1,299.99 "
2702,Dell,Latitude,14 Inches,Gray,2 TB,Intel Core i5 1145G7,32 GB,Windows 11 Pro,,,"$1,599.00 "
2703,Dell,Latitude,14 Inches,Silver,1 TB,Core i5 Family,16 GB,Windows 11 Pro,,1.0,"$1,222.99 "
2704,Dell,Latitude 7430 Laptop,14 Inches,Aluminum,256 GB,Core i5,16 GB,Windows 11 Pro,,,$980.99 
2705,Dell,Precision 7750 Laptop,17.3 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,744.99 "
2706,HP,Elitebook 840 G9,14 Inches,Natural Silver,2 TB,Core i7 Family,64 GB,Windows 11 Pro,,,"$2,249.99 "
2707,Dell,XPS 9300 Laptop,13.3 Inches,Platinum Silver,1000 GB,Core i5,8 GB,Windows 10 Pro,,,"$1,199.81 "
2708,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
2709,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2710,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2711,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2712,Dell,Precision 7750 Laptop,17.3 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,,,"$1,744.99 "
2713,HP,Elitebook 840 G9,14 Inches,Natural Silver,2 TB,Core i7 Family,64 GB,Windows 11 Pro,,,"$2,249.99 "
2714,Dell,XPS 9300 Laptop,13.3 Inches,Platinum Silver,1000 GB,Core i5,8 GB,Windows 10 Pro,,,"$1,199.81 "
2715,Dell,Latitude 5520,15.6 Inches,,2 TB,Core i7,16 GB,Windows 11 Pro,3 GHz,,"$1,853.99 "
2716,Dell,Lititude 7390 P29S 2 IN 1,13.3 Inches,Black,256 GB,Intel Core i7 Extreme,16 GB,Windows 10 Pro,,,"$1,493.99 "
2717,Dell,RYHN2,14 Inches,,512 GB,Intel Core i7,16 GB,Windows 10 Pro,,,"$2,099.00 "
2718,Dell,Inspiron 15 5000,15.6 Inches,Silver matte,1 TB,Core i5,8 GB,Windows 10,,3.8,$899.81 
2719,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
2720,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
2721,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
2722,Dell,Inspiron 7420 Laptop,14 Inches,Black,512 GB,Core i7,8 GB,Windows 11 Home,,,$899.99 
2723,Lenovo,Lenovo Ideapad,15.6 Inches,Red,256 GB,Core i5,8 GB,Windows 10,,4.0,$550.00 
2724,Lenovo,ThinkPad T14 Gen 2,14 Inches,Black,512 GB,,16 GB,Windows 10 Pro,,,"$1,049.00 "
2725,HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,,4.5,$999.99 
2726,ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,,$639.99 
2727,DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,,$899.99 
2728,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2729,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2730,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2731,Lenovo,ThinkPad T14 Gen 2,14 Inches,Black,512 GB,,16 GB,Windows 10 Pro,,,"$1,049.00 "
2732,Dell,Precision,15.6 Inches,Gray,2 TB,Core i7 Family,64 GB,Windows 10 Pro,,5.0,"$1,799.81 "
2733,HP,,11.6 Inches,,256 GB,Pentium,8 GB,Windows 11 Pro,,,$657.24 
2734,Dell,XPS 9320 Laptop,13.4 Inches,Silver,1000 GB,Core i7,16 GB,Windows 11 Pro,,5.0,"$1,304.99 "
2735,Lenovo,ThinkPad X1 Yoga Gen 7,14 Inches,,256 GB,Core i5,16 GB,Windows 11,,,"$1,339.24 "
2736,Dell,Latitude 5520,15.6 Inches,,4 TB,Core i7,64 GB,Windows 11 Pro,3 GHz,,"$2,622.99 "
2737,acer,Latitude 5000,14 Inches,,256 GB,Core i5 Family,16 GB,Windows 10 Pro,,,$925.00 
2738,Lenovo,Touch,14 Inches,Onyx Black,,Ryzen 5 3500U,8 GB,Windows 10 Home,,3.6,$699.00 
2739,ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,1.1 GHz,5.0,$389.99 
2740,HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,1.1 GHz,4.7,$389.99 
2741,HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,1.1 GHz,4.4,$459.99 
2742,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2743,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2744,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2745,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2746,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2747,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2748,Dell,Latitude 5530 Laptop,15.6 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Pro,,,"$1,718.99 "
2749,Lenovo,Lenovo Thinkpad,15.6 Inches,,,Core i7,16 GB,Windows 10 Pro,2.3 GHz,5.0,"$1,799.99 "
2750,Dell,Latitude 3420 Laptop,14 Inches,Black,256 GB,Core i3,16 GB,Windows 11 Pro,,,$627.99 
2751,Gigabyte,G5 GD-51US123SH,15.6 Inches,Black,512 GB,Intel Mobile CPU,16 GB,Windows 10 Home,,3.6,$698.25 
2752,Dell,5401,14 Inches,Black,256 GB,Core i7 Family,16 GB,Windows 10 Pro,,,"$1,185.77 "
2753,Lenovo,Legion 7,15.6 Inches,,512 GB,Core i7,16 GB,Windows 10 Home,2.6 GHz,,"$2,499.00 "
2754,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2755,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2756,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
2757,ASUS,ASUS X551CA-HCL1201L,15.6 Inches,Black,500 GB,Celeron,4 GB,Windows 8,,4.3,$380.09 
2758,MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,5.0,"$1,599.00 "
2759,MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,1.8 GHz,1.0,"$1,699.00 "
2760,ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,1.2 GHz,,$589.99 
